qid,status,latency_s,memory_delta_bytes,network_delta_bytes,disk_delta_bytes
6958,ok,215.07,17109180416,10524197542,14926381056
7011,ok,2.317,3096195072,479690885,1135886336
7018,ok,93.684,6365650944,3327660815,3009257472
7026,ok,10.091,9100754944,4254397756,562229248
703,ok,30.486,5941542912,3543348019.1999817,3910524928
7034,ok,17.53,10034565120,2260047510,3701886976
7073,ok,20.453,7153381376,916718754,3811614720
7081,ok,3.728,3870806016,363197069,827768832
7083,ok,8.435,3423690752,7853217926,2428317696
7107,ok,29.102,16749154304,5114195666,2861641728
7114,ok,17.556,10671939584,2839459411,2662694912
7118,ok,16.233,9646776320,2829475806,4063842304
7141,ok,5.021,10588274688,4158555692,3951620096
7154,ok,13.224,23502635008,3498075279,6468030464
7164,ok,3.516,5313163264,1168747786,4227293184
7175,ok,62.362,9617756160,18422887313,3712770048
718,ok,16.836,12414955520,2684354560.0,2382675968
7186,ok,2.716,1153822720,408745542,375427072
7203,ok,2.615,3091140608,425992087,1073381376
7205,ok,14.024,15245602816,2047467994,621907968
7226,ok,2.817,1183105024,410948460,375181312
7234,ok,175.755,12911017984,9583992173,13569613824
724,ok,29.564,7579234304,3435973836.8000107,2589847552
7254,ok,8.923,11543703552,929857339,1531895808
7255,ok,2.817,1211596800,413202274,376836096
7256,ok,2.617,5443354624,275919817,1416953856
7258,ok,12.724,9979674624,4721709895,2869047296
7261,ok,1.617,1691570176,216042370,348246016
7306,ok,6.118,5717274624,825411242,3807961088
7308,ok,7.62,6128070656,3492381667,3414269952
7316,ok,66.266,13866008576,13716361611,4039114752
7346,ok,45.649,15008198656,16090271552,4445110272
7347,ok,4.018,3956068352,193420031,1182253056
7356,ok,62.463,9614360576,18422839757,3712262144
7368,ok,8.621,11333488640,3002255696,2886983680
7389,ok,3.016,1244389376,40427678,374898688
7391,ok,7.119,5734174720,7805203601,1768411136
7392,ok,7.22,9226043392,1071330118,4461522944
7393,ok,16.828,10639122432,2264353976,3988115456
7394,ok,212.167,21687410688,11279631193,13873508352
7399,ok,6.92,9914134528,2709863072,2931593216
7400,ok,7.022,3537694720,622376168,915144704
7414,ok,5.918,8731074560,1601708105,3469828096
7426,ok,48.955,21518737408,12555310020,3745177600
7429,ok,20.629,18587742208,4684124763,4222558208
7436,ok,10.021,4173520896,974134935,1227370496
7439,ok,12.524,8795795456,1070793625,1285664768
7448,ok,0.916,2040229888,449713044,541642752
7488,ok,19.528,7214608384,5422936196,4892561408
7497,ok,11.123,10983129088,3043747535,2885509120
7502,ok,11.724,14477004800,2298909610,4788252672
7504,ok,210.755,17255387136,34964286160,6921359360
7507,ok,6.498,1083240448,412798677,375074816
7510,ok,96.899,6561214464,3272945998,3005067264
7520,ok,19.335,14487044096,9242441168,2811846656
753,ok,64.561,8985079808,3972844748.799988,4417032192
7551,ok,6.32,5328871424,415684526,4705402880
7552,ok,283.733,8615849984,9106464580,13347053568
7559,ok,46.178,7036153856,2578698461,614879232
7565,ok,51.382,7266885632,926037813,3816460288
7586,ok,2.617,5061013504,397694746,1043779584
7587,ok,11.423,6863384576,4888526234,2408448000
7605,ok,3.022,1242464256,43771698,372445184
7609,ok,27.436,7326990336,2432789315,3093483520
7615,ok,2.816,1207570432,412561034,376836096
7653,ok,5.717,8152260608,1561622761,3844636672
7660,ok,10.121,4450058240,1322623699,1218768896
7670,ok,38.844,8687689728,11214795979,3744276480
7674,ok,3.016,3618467840,799181465,1277222912
7676,ok,20.227,22259372032,3536344878,4428582912
7714,ok,194.553,27619418112,16079712753,19188527104
7733,ok,0.114,0,64967,2379776
7777,ok,55.124,10121207808,1409170593,2951987200
7787,ok,22.025,4382691328,1889010599,991813632
7795,ok,21.535,26442756096,6465256280,3260829696
7802,ok,7.92,6554767360,963479015,1379061760
7819,ok,205.874,10699071488,9272645018,14469029888
7857,ok,42.919,7217520640,2883542682,2453839872
7886,ok,6.493,3768360960,519261833,336138240
7897,ok,286.675,6121869312,9047351690,13311012864
7925,ok,26.335,22774738944,10601355428,4937408512
7939,ok,1.92,5373390848,262312551,1072566272
7942,ok,9.32,3646586880,1096222279,981057536
7945,ok,9.725,12885106688,1194378501,4678557696
7950,ok,21.93,21882990592,6994338414,7681822720
796,ok,102.163,17576480768,6764573491.200012,4024631296
7974,ok,5.32,5102161920,807640958,1043292160
8004,ok,10.822,9471598592,3122428371,2861162496
8014,ok,25.334,23993851904,8493030654,5897027584
8018,ok,21.23,24060268544,2461379975,3068944384
8037,ok,5.919,7431991296,1096583652,1215012864
8046,ok,43.152,10360819712,3436813848,4384604160
8052,ok,73.842,18560192512,3053521817,6262169600
8053,ok,44.524,14142296064,2140813534,4815069184
8060,ok,46.148,19313086464,9317044529,3803881472
8078,ok,103.293,14434234368,15437895896,3475447808
8086,ok,245.384,9783865344,9635919799,13684240384
8126,ok,64.467,15405228032,15311337409,3737763840
8139,ok,7.321,3712147456,941282897,854913024
8146,ok,52.353,8252420096,19669335000,3274035200
8147,ok,8.322,14784770048,2362891147,5426429952
8156,ok,4.517,6596001792,3882349270,3791687680
8163,ok,56.254,26446577664,11274922328,4435554304
8169,ok,26.323,21154242560,1409047602,1560363008
8178,ok,30.848,11808202752,2837261965,4646031360
8194,ok,7.632,3438551040,683273039,848494592
8198,ok,19.614,5034065920,1425473923,971468800
8218,ok,94.481,5860130816,2237577742,1985134592
8246,ok,4.018,10240909312,1892086378,4240916480
8277,ok,61.458,6855897088,6050985726,6937538560
8282,ok,8.021,12124614656,3667936712,6015098880
8287,ok,1.214,2504355840,520324586,491139072
829,ok,31.152,14967713792,11821897482.239992,5058191360
830,ok,6.839,9323249664,4939212390.400009,1039753216
8309,ok,12.426,4394352640,968960016,1221115904
831,ok,23.267,17037811712,5798205849.599976,3141902336
8332,ok,6.605,1219416064,44604525,377446400
8334,ok,47.965,9519751168,4122369549,4519411712
8339,ok,12.326,13899206656,4236962260,2939883520
8361,ok,0.113,0,77767,2203648
8372,ok,12.424,9718050816,2374223324,1102336000
8403,ok,15.437,10463383552,46633536973,4397006848
8408,ok,7.921,10393755648,3157591126,3180929024
8415,ok,2.915,1223147520,37396546,375066624
8422,ok,2.815,1263661056,37786000,375119872
8446,ok,392.253,6425133056,780791953,1319620608
8447,ok,9.623,9541242880,1069598743,1746542592
8462,ok,44.249,10057465856,14530513224,3745275904
8474,ok,16.927,15188291584,6318156166,4787613696
8487,ok,36.239,17329754112,20603236189,3827646464
8507,ok,5.417,3506577408,381183857,1477410816
8513,ok,21.03,26022023168,4291731953,3427631104
8569,ok,11.822,4976427008,1247066878,995532800
8573,ok,43.545,14409863168,11977251474,4395098112
8594,ok,60.462,23191318528,6597944577,5340815360
8614,ok,37.042,12271190016,7185133796,1990451200
8619,ok,12.322,11021807616,2829352815,3033817088
8624,ok,13.422,11799908352,4478492011,3357917184
8671,ok,242.511,15171547136,9784961899,19657269248
8672,ok,17.628,11696701440,4202967067,4229140480
8678,ok,7.42,10470891520,4390796077,3811217408
8682,ok,30.34,23432916992,10931792698,4556382208
8693,ok,84.18,9676255232,22834643384,2694209536
8698,ok,13.527,9571856384,4434053672,2682527744
8706,ok,5.219,5770686464,3404859646,1316573184
8730,ok,8.221,4331085824,959861304,1219104768
8733,ok,7.619,14446788608,2280689388,5749325824
8750,ok,162.897,26225070080,11664198616,2022793216
8755,ok,17.528,11648249856,7754762326,3612966912
8793,ok,10.323,3858305024,786237574,978550784
8805,ok,2.314,1019580416,404885350,374951936
8812,ok,16.229,4004175872,5979437723,2566389760
8813,ok,2.716,1074835456,406573180,376598528
884,ok,4.704,4191731712,1825361100.7999878,1283497984
8925,ok,18.162,4455849984,1266112999,985366528
8953,ok,61.258,8657747968,3094851863,2561097728
8961,ok,14.424,23842545664,3267762452,5775540224
897,ok,16.394,14591475712,1610612736.0000305,3059015680
8972,ok,22.13,15305674752,8566158019,3836882944
9000,ok,12.828,4561797120,2560787883,454987776
9012,ok,12.426,11504533504,3964203423,1305055232
9024,ok,51.749,9485381632,8176152882,5648781312
9052,ok,60.362,18484269056,6995848785,5631250432
9057,ok,39.443,5372026880,770054739,446136320
9073,ok,324.652,9648775168,10013547276,15004696576
9076,ok,6.409,1040461824,406735577,371859456
9112,ok,6.993,1200168960,40089574,376766464
9117,ok,67.549,9294721024,11931195722,4007133184
913,ok,11.873,11844456448,3221225471.999977,3745144832
915,ok,13.146,13250392064,2684354560.0,4072505344
9157,ok,21.232,17459589120,5543045097,3969384448
916,ok,21.7,18505252864,2899102924.8000183,3554865152
9173,ok,28.638,4241977344,2093990155,1984020480
9179,ok,7.22,10642976768,1113552835,1146433536
9181,ok,22.632,24836526080,6212157063,3173806080
9182,ok,38.845,8450711552,11214047740,3743399936
9202,ok,66.664,8034799616,21612478099,3811041280
9205,ok,46.959,20104572928,11913490142,3745116160
9210,ok,14.025,17054613504,3091435127,4521971712
9264,ok,2.917,1207848960,37047501,375078912
9351,ok,38.845,8446369792,11213628827,3743576064
9398,ok,57.361,18713550848,4132163542,2719031296
9409,ok,2.717,1078304768,409621472,375275520
9410,ok,22.431,15565938688,4929938203,2630983680
9414,ok,2.618,1037746176,404845706,377933824
9421,ok,19.331,6978510848,1308482354,2792140800
9443,ok,17.827,15304359936,2503100915,1221369856
9447,ok,42.843,10675519488,3386921650,3163308032
9453,ok,3.57,4427636736,663487849,1236209664
9464,ok,3.119,5573259264,702276330,1252995072
9474,ok,7.221,5854945280,970472588,1258078208
9501,ok,16.326,14111969280,2599009794,1159766016
9511,ok,2.215,4318650368,437107656,1068994560
9547,ok,17.027,7035809792,932079501,3809947648
9548,ok,216.369,13151539200,14309342719,14778232832
9553,ok,38.844,8513220608,11214227649,3740397568
956,ok,21.339,23601856512,4402341478.399994,4726833152
9590,ok,6.803,1208455168,36895718,375611392
9593,ok,6.496,1141534720,408374174,375074816
9594,ok,6.794,1029054464,406141400,377139200
961,ok,7.572,5884104704,1395864371.1999817,615460864
9614,ok,22.438,6275121152,2367651295,1077039104
9618,ok,12.906,7329525760,1468404383,4732563456
962,ok,7.271,7537524736,1503238553.6000366,5061423104
9624,ok,18.928,13153955840,9708695741,5023191040
9646,ok,2.819,1173618688,410356082,375074816
9651,ok,28.538,15768838144,5031638395,3031633920
9664,ok,23.033,8543997952,5988301410,3938840576
9665,ok,5.821,6774726656,765930079,2014396416
9669,ok,2.718,633327616,148815834,368353280
9676,ok,54.056,22613303296,6388497913,4538159104
9688,ok,111.658,13663481856,21187719355,5958008832
9702,ok,3.517,3403337728,754683807,1074212864
9712,ok,1.816,1068814336,538453493,89059328
9716,ok,3.017,1192345600,411735941,400715776
9726,ok,2.517,1068089344,405041962,375078912
9747,ok,6.219,11829948416,1573479515,4774113280
9752,ok,4.42,5191532544,1399392129,565723136
9779,ok,108.994,13897932800,13809031442,15445131264
9792,ok,2.818,1230315520,415198697,377200640
9814,ok,2.417,1066426368,406659078,374964224
9819,ok,155.595,10056847360,4387550405,44026679296
9822,ok,69.268,9231085568,2962230480,3845967872
9844,ok,53.729,10330796032,10672915265,2534154240
9855,ok,83.082,9821446144,1759567520,5144784896
9862,ok,137.916,10152759296,10379437407,13633507328
9876,ok,14.331,6910631936,2800269634,431722496
9897,ok,64.242,20960587776,8708982346,3808317440
9909,ok,30.152,11674484736,6747433002,1552834560
9920,ok,63.048,9261805568,5176001839,3866910720
9924,ok,55.528,11257638912,11391281335,3542491136
9953,ok,50.028,7036338176,13353599134,4390203392
9956,ok,10.522,11572318208,2294506298,3479019520
9968,ok,9.125,7885295616,2542629820,2577960960
9969,ok,425.843,8216305664,9352290658,13416271872
9972,ok,57.742,11294208000,11391238436,3543072768
9990,ok,31.628,6594744320,1199488237,5215948800
9994,ok,40.849,21948796928,10430870160,4377759744
9997,ok,3.619,3724828672,100546845,439943168
